platform,country,handle,platform_account_id,name,profile_url,content_categories,followers,average_engagement_rate,source_rank,source_url
Instagram,UK,@florencepugh,,Florence Pugh,https://www.instagram.com/florencepugh/,Entertainment and Music Acting and Drama Celebrity Actors,9300000,5.31%,54,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@philfoden,,Phil Foden,https://www.instagram.com/philfoden/,Sports Soccer,9300000,10.26%,55,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@zoesugg,,Zoë Sugg,https://www.instagram.com/zoesugg/,Fashion and Accessories Entertainment and Music Business and Finance Video Blogger,9300000,0.11%,56,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@jackgrealish,,Jack Grealish,https://www.instagram.com/jackgrealish/,Sports Outdoor Activity,9100000,8.38%,57,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@charlottegshore,,Charlotte Letitia Crosby,https://www.instagram.com/charlottegshore/,Fashion and Accessories Fitness and Health TV Shows,8800000,0.57%,58,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@hollywilloughby,,Holly Willoughby,https://www.instagram.com/hollywilloughby/,Entertainment and Music Beauty and Self Care,8500000,0.32%,59,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@johnterry.26,,John Terry,https://www.instagram.com/johnterry.26/,Sports,8300000,1.01%,60,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@karengillan,,Karen Gillan,https://www.instagram.com/karengillan/,Entertainment and Music Food Actors,8100000,2.09%,61,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@mollymae,,Molly-Mae Hague,https://www.instagram.com/mollymae/,Fashion and Accessories Home and Garden Business and Finance Actors,7900000,0.13%,62,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@anurag_dobhal,,The UK07 Rider,https://www.instagram.com/anurag_dobhal/,Education Upskilling,7900000,13.93%,63,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@bela,,Bela Padilla,https://www.instagram.com/bela/,Arts and Crafts Entertainment and Music Celebrity Actors,7800000,0.6%,64,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@hero_ft,,Hero Fiennes Tiffin,https://www.instagram.com/hero_ft/,Celebrity Modeling Styling,7500000,9.89%,65,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@lewiscapaldi,,Lewis Capaldi,https://www.instagram.com/lewiscapaldi/,Entertainment and Music Music Songwriting Band,7400000,4.7%,66,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@jessicaalvesuk,,Jessica Alves,https://www.instagram.com/jessicaalvesuk/,Fashion and Accessories Travel Television Modeling,7400000,0.05%,67,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@arcticmonkeys,,Arctic Monkeys,https://www.instagram.com/arcticmonkeys/,Entertainment and Music Music Producers,7300000,8.84%,68,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@greggsulkin,,Gregg Sulkin,https://www.instagram.com/greggsulkin/,Celebrity Actors,7200000,0.56%,69,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@hshq,,Harry Styles HQ,https://www.instagram.com/hshq/,Entertainment and Music Music Singer,7200000,14.59%,70,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@orlandobloom,,Orlando Bloom,https://www.instagram.com/orlandobloom/,Näitlejad Näitleja,7200000,0.62%,71,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@franklampard,,Frank Lampard,https://www.instagram.com/franklampard/,Sport Jalgpall,7000000,2.02%,72,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@juliusdein,,Julius Dein,https://www.instagram.com/juliusdein/,Meelelahutus ja muusika Lõbus Elustiil Kuulsused,6700000,3.31%,73,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@michkeegan,,Michelle Keegan,https://www.instagram.com/michkeegan/,Elustiil,6700000,0.97%,74,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@mariotestino,,MARIO TESTINO,https://www.instagram.com/mariotestino/,Romantika ja pulmad Kunst ja käsitöö Korvpall,6600000,0.36%,75,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@masonmount,,Mason Mount,https://www.instagram.com/masonmount/,Sport,6400000,13.71%,76,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@j_corden,,James Corden,https://www.instagram.com/j_corden/,Näitlejad,6300000,1.29%,77,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@idriselba,,Idris Elba,https://www.instagram.com/idriselba/,,6300000,1.22%,78,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@regejean,,Regé-Jean Page,https://www.instagram.com/regejean/,Näitlemine ja draama,6300000,6.89%,79,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@seanfreestyle,,Séan Garnier| World Champion,https://www.instagram.com/seanfreestyle/,Sport Äri ja finants Jalgpall Mäng,6200000,3.09%,80,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@nathalieemmanuel,,Nathalie Emmanuel,https://www.instagram.com/nathalieemmanuel/,Toit Ilutooted ja enesehooldus Näitlejad,6200000,0.75%,81,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@kit.connor,,Kit Connor,https://www.instagram.com/kit.connor/,Meelelahutus ja muusika,6100000,28.68%,82,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@charlie.r.heaton,,Charlie Heaton,https://www.instagram.com/charlie.r.heaton/,Näitlejad Muusika,6100000,5.46%,83,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@realpaigewwe,,Saraya Bevis,https://www.instagram.com/realpaigewwe/,Sport Muusika Laulja Modellindus,6000000,2.5%,84,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@staceysolomon,,Stacey Solomon,https://www.instagram.com/staceysolomon/,Pere Meelelahutus ja muusika Lapsevanemlus Muusika,5900000,5.18%,85,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@rioferdy5,,Rio Ferdinand OBE,https://www.instagram.com/rioferdy5/,Meelelahutus ja muusika Jalgpall,5900000,0.75%,86,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@officialqueenmusic,,Queen,https://www.instagram.com/officialqueenmusic/,Meelelahutus ja muusika Muusika Rock Laulja,5900000,0.7%,87,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@ozzyosbourne,,Ozzy Osbourne,https://www.instagram.com/ozzyosbourne/,Meelelahutus ja muusika Muusika,5800000,0.56%,88,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@zakirkhan_208,,Zakir Khan,https://www.instagram.com/zakirkhan_208/,Meelelahutus ja muusika Lõbus Elu ja ühiskond Kuulsus,5700000,4.63%,89,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@katebeckinsale,,Kate Beckinsale,https://www.instagram.com/katebeckinsale/,Meelelahutus ja muusika Modellindus,5600000,0.84%,90,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@tommyfury,,Tommy TNT Fury,https://www.instagram.com/tommyfury/,Sport,5500000,3.58%,91,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@vickypattison,,Vicky Pattison,https://www.instagram.com/vickypattison/,Meelelahutus ja muusika Romantika ja pulmad Lapsevanemlus Telejuht,5500000,0.3%,92,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@catherinezetajones,,Catherine Zeta-Jones,https://www.instagram.com/catherinezetajones/,Meelelahutus ja muusika Pere Kodu ja aed Kuulsus,5500000,0.73%,93,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@jordanhenderson,,Jordan Henderson,https://www.instagram.com/jordanhenderson/,Sport Jalgpall,5400000,3.73%,94,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@harrymaguire93,,Harry Maguire,https://www.instagram.com/harrymaguire93/,Sport Jalgpall,5300000,3.02%,95,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@adnanalkateb,,Adnan Alkateb,https://www.instagram.com/adnanalkateb/,Kuulsus Ajakirjanikud,5300000,1.01%,96,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@alexoxchamberlain,,Alex Oxlade-Chamberlain,https://www.instagram.com/alexoxchamberlain/,Sport Jalgpall,5200000,3.35%,97,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@lukeshaw23,,Luke Shaw,https://www.instagram.com/lukeshaw23/,Sport Moekaubad ja aksessuaarid Jalgpall,5100000,3.87%,98,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@ranjitbawa,,Ranjit Bawa,https://www.instagram.com/ranjitbawa/,Meelelahutus ja muusika Muusika Modellindus Laulja,5100000,0.97%,99,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@barnabaclassic,,𝐆📀𝐋𝐃𝐄𝐍💰,https://www.instagram.com/barnabaclassic/,Meelelahutus ja muusika Lapsevanemlus Laulja,5000000,0.1%,100,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@arsenal,,Arsenal,https://www.threads.net/@arsenal,Sports,976200,,1,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@manotoofficial,,تلویزیون منوتو,https://www.threads.net/@manotoofficial,Entertainment & Music,525700,0.21%,2,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@bentleymotors,,Bentley Motors,https://www.threads.net/@bentleymotors,Auto and Vehicles,482700,0.38%,3,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@jamieoliver,,Jamie Oliver,https://www.threads.net/@jamieoliver,Food Product Education,430700,0.27%,4,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@iranintltv,,ایران اینترنشنال,https://www.threads.net/@iranintltv,News Media,387400,0.14%,5,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@wimbledon,,Wimbledon,https://www.threads.net/@wimbledon,Sports,325000,1.04%,6,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@morganasecco,,Morgana Secco,https://www.threads.net/@morganasecco,family Fitness & Health,301700,0.21%,7,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@thearchbishopofbanterbury,,The Archbishop of Banterbury🇬🇧,https://www.threads.net/@thearchbishopofbanterbury,Entertainment & Music Funny Life & Society,282500,1.53%,8,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@westham,,West Ham United,https://www.threads.net/@westham,Sports,266400,0.09%,9,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@pinkfloyd,,Pink Floyd,https://www.threads.net/@pinkfloyd,Entertainment & Music,266400,0.36%,10,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@lcfc,,Leicester City,https://www.threads.net/@lcfc,Sports,263000,0.08%,11,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@boohoo,,boohoo,https://www.threads.net/@boohoo,Fashion & Accessories,259400,0.11%,12,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@anurag_dobhal,,The UK07 Rider,https://www.threads.net/@anurag_dobhal,Education Upskilling,255200,2.3%,13,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@tate,,Tate,https://www.threads.net/@tate,Arts & Crafts Education,241900,0.43%,14,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@imjustbait,,Memes|Music|Gossip,https://www.threads.net/@imjustbait,Entertainment & Music Fashion & Accessories,222300,0.25%,15,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@seanfreestyle,,Séan Garnier| World Champion,https://www.threads.net/@seanfreestyle,Sports,222000,0.13%,16,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@avfcofficial,,Aston Villa FC,https://www.threads.net/@avfcofficial,Sports,218700,0.53%,17,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@ohpolly,,OH POLLY,https://www.threads.net/@ohpolly,Fashion & Accessories,188500,0.13%,18,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@englandcricket,,We Are England Cricket,https://www.threads.net/@englandcricket,Sports,180400,0.83%,19,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@espnuk,,ESPN UK,https://www.threads.net/@espnuk,Sports,179300,0.28%,20,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@staceysolomon,,Stacey Solomon,https://www.threads.net/@staceysolomon,family Entertainment & Music,170000,2.17%,21,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@dezeen,,Dezeen,https://www.threads.net/@dezeen,Arts & Crafts Home & Garden,160400,0.12%,22,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@houseofcb,,House Of CB,https://www.threads.net/@houseofcb,Fashion & Accessories,158400,,23,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@britishmemes,,British Memes 🇬🇧,https://www.threads.net/@britishmemes,Funny,156400,0.54%,24,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@tobjizzle,,Tobi Brown,https://www.threads.net/@tobjizzle,Gaming,151500,1.15%,25,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@veeiye,,VEE.,https://www.threads.net/@veeiye,Fashion & Accessories,145100,1.03%,26,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@greatbritish.memes,,Great British Memes 🇬🇧,https://www.threads.net/@greatbritish.memes,Entertainment & Music Funny,138800,0.54%,27,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@lisafiitt,,Lisa Lanceford,https://www.threads.net/@lisafiitt,Fitness & Health,135600,0.08%,28,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@secret.london,,Secret London,https://www.threads.net/@secret.london,Travel Food Life & Society,133800,0.21%,29,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@bela,,Bela Padilla,https://www.threads.net/@bela,Arts & Crafts Entertainment & Music,133700,0.84%,30,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@wrightyofficial,,Ian Wright,https://www.threads.net/@wrightyofficial,Sports,126400,1.44%,31,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@benchilwell,,Chilly,https://www.threads.net/@benchilwell,Sports,124900,2.62%,32,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@vexking,,Vex King | Self-love Writer,https://www.threads.net/@vexking,Education Life & Society,123800,0.85%,33,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@manutdwomen,,Manchester United Women,https://www.threads.net/@manutdwomen,Sports,123000,,34,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@dazed,,Dazed,https://www.threads.net/@dazed,Entertainment & Music Fashion & Accessories,122700,0.28%,35,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@officialbhafc,,Brighton & Hove Albion FC,https://www.threads.net/@officialbhafc,Sports,119500,0.73%,36,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@london,,@LONDON • #ThisIsLondon,https://www.threads.net/@london,Travel,116600,0.24%,37,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@nationalgallery,,National Gallery,https://www.threads.net/@nationalgallery,Arts & Crafts,109100,0.66%,38,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@halkekmag,,HALKEKMAG,https://www.threads.net/@halkekmag,Arts & Crafts,108200,0.59%,39,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@richkidslondon,,Rich Kids of London,https://www.threads.net/@richkidslondon,Entertainment & Music Finance Fashion & Accessories,107300,0.22%,40,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@thismorning,,This Morning,https://www.threads.net/@thismorning,Entertainment & Music Life & Society,106600,0.31%,41,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@boilerroomtv,,Boiler Room,https://www.threads.net/@boilerroomtv,Entertainment & Music,105600,,42,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@calfreezy,,Calfreezy,https://www.threads.net/@calfreezy,Entertainment & Music,104300,0.91%,43,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@dralexgeorge,,Dr Alex,https://www.threads.net/@dralexgeorge,Health & Fitness Education,99500,0.28%,44,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@bruisedpassports,,Travel & Love - Savi & Vid,https://www.threads.net/@bruisedpassports,Travel family Home & Garden,95800,0.33%,45,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@tashaghouri,,Tasha Amber Ghouri,https://www.threads.net/@tashaghouri,Entertainment & Music,94100,0.22%,46,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@leedsunited,,Leeds United,https://www.threads.net/@leedsunited,Sports,93000,0.64%,47,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@nationaltrust,,nationaltrust,https://www.threads.net/@nationaltrust,Nature Education Home & Garden,92300,1.27%,48,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@visitscotland,,VisitScotland,https://www.threads.net/@visitscotland,Travel,90800,0.43%,49,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@andreacontioficial,,Andrea Conti,https://www.threads.net/@andreacontioficial,Fashion & Accessories,90500,,50,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@benblack,,Ben Black,https://www.threads.net/@benblack,Fashion & Accessories,90300,0.61%,51,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@bbcgoodfood,,BBC Good Food,https://www.threads.net/@bbcgoodfood,Food,88700,0.15%,52,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@oxford_uni,,The University of Oxford,https://www.threads.net/@oxford_uni,Education,88400,0.3%,53,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@fernemccann,,Ferne McCann,https://www.threads.net/@fernemccann,Fitness & Health,86900,0.26%,54,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@publicdesire,,PUBLIC DESIRE,https://www.threads.net/@publicdesire,Fashion & Accessories,86800,0.05%,55,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@shmee150,,Tim - Shmee,https://www.threads.net/@shmee150,Auto and Vehicles,86400,0.73%,56,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@robbeckettcomic,,Rob Beckett,https://www.threads.net/@robbeckettcomic,Entertainment & Music Funny,84300,0.85%,57,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@houseandgardenuk,,House & Garden Magazine,https://www.threads.net/@houseandgardenuk,Home & Garden,83300,0.29%,58,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@footyemporium,,Football • Futbol • Soccer,https://www.threads.net/@footyemporium,Sports,82600,1.26%,59,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@aldiuk,,Aldi UK,https://www.threads.net/@aldiuk,Food,82100,0.8%,60,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@aftvmedia,,AFTV,https://www.threads.net/@aftvmedia,Sports,81000,0.79%,61,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@timeoutlondon,,Time Out London,https://www.threads.net/@timeoutlondon,Travel Photography,80900,0.06%,62,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@egoofficial,,EGO OFFICIAL,https://www.threads.net/@egoofficial,Fashion & Accessory,80700,0.07%,63,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@jiganbabaoja,,Abimbola kazeem,https://www.threads.net/@jiganbabaoja,Entertainment & Music Acting & Drama Comedy,80700,0.22%,64,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@classicfm,,Classic FM,https://www.threads.net/@classicfm,Entertainment & Music Education,78300,0.55%,65,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@visitlondon,,VISIT LONDON,https://www.threads.net/@visitlondon,Travel,77100,0.3%,66,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@calumscott,,Calum Scott,https://www.threads.net/@calumscott,Entertainment & Music,76100,,67,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@theofficialselfridges,,Selfridges,https://www.threads.net/@theofficialselfridges,Fashion & Accessories,75400,0.75%,68,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@officialnffc,,Nottingham Forest,https://www.threads.net/@officialnffc,Sports,74400,0.74%,69,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@bafta,,BAFTA,https://www.threads.net/@bafta,Entertainment & Music,71800,,70,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@jacob,,JACOB RIGLIN,https://www.threads.net/@jacob,Photography Product Education Upskilling,70800,0.59%,71,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@hobopeeba,,Kristina Makeeva↟Kotleta↟Timon,https://www.threads.net/@hobopeeba,Arts & Crafts Oddly Satisfying Photography,70000,0.76%,72,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@theslowtraveler,,Carolyn,https://www.threads.net/@theslowtraveler,Travel Outdoor Activity,68600,0.67%,73,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@elvin,,Elvin Levinler 🌈,https://www.threads.net/@elvin,Fitness & Health Travel,68200,0.84%,74,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@sophiehannah,,Sophie Hannah,https://www.threads.net/@sophiehannah,Fashion & Accessories Home & Garden,68000,0.22%,75,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@bm_stores,,bm_stores,https://www.threads.net/@bm_stores,Product Showcase Finance,67900,0.51%,76,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@chloegshore1,,Chloe Ferry💀,https://www.threads.net/@chloegshore1,Entertainment & Music Fashion & Accessories,67200,0.14%,77,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@izkiz,,Jennifer Tuffen,https://www.threads.net/@izkiz,Travel,66200,0.26%,78,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Threads,UK,@homeofcricket,,Lord's Cricket Ground,https://www.threads.net/@homeofcricket,Sports,65600,0.54%,79,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
